almacen,estante,columna,nivel,categoria_ubicacion
COL,KKK,008,500,MWA
COL,KKK,009,100,BSO
COL,KKK,009,200,MWA
COL,KKK,009,300,TTP
COL,KKK,009,400,TTP
COL,KKK,009,500,TB
COL,KKK,010,100,TB
COL,KKK,010,200,TTP
COL,KKK,010,300,TTP
COL,KKK,010,400,DEO
COL,KKK,010,500,DEO
COL,KKK,011,100,TB
COL,KKK,011,200,
COL,KKK,011,300,TTP
COL,KKK,011,400,TB
COL,KKK,011,500,BSO
COL,KKK,012,100,TB
COL,KKK,012,200,MWA
COL,KKK,012,300,DEO
COL,KKK,012,400,BSO
COL,KKK,012,500,BSO
COL,KKK,013,100,INT
COL,KKK,013,200,MWA
COL,KKK,013,300,DEO
COL,KKK,013,400,TB
COL,KKK,013,500,TTP
COL,KKK,014,100,TB
COL,KKK,014,200,DEO
COL,KKK,014,300,TTP
COL,KKK,014,400,TTP
COL,KKK,014,500,DEO
COL,KKK,015,100,TB
COL,KKK,015,200,MWA
COL,KKK,015,300,MWA
COL,KKK,015,400,TTP
COL,KKK,015,500,TTP
COL,KKK,016,100,TB
COL,KKK,016,200,001
COL,KKK,016,300,001
COL,KKK,016,400,MWA
COL,KKK,016,500,TB
COL,KKK,017,100,DEO
COL,KKK,017,200,MWA
COL,KKK,017,300,MWA
COL,KKK,017,400,MWA
COL,KKK,017,500,MWA
COL,KKK,018,100,TB
COL,KKK,018,200,TTP
COL,KKK,018,300,DEO
COL,KKK,018,400,DEO
COL,KKK,018,500,MWA
COL,KKK,019,100,DEO
COL,KKK,019,200,MWA
COL,KKK,019,300,MWA
COL,KKK,019,400,TTP
COL,KKK,019,500,MWA
COL,KKK,020,100,TB
COL,KKK,020,200,001
COL,KKK,020,300,TB
COL,KKK,020,400,TTP
COL,KKK,020,500,MWA
COL,KKK,021,100,DEO
COL,KKK,021,200,MWA
COL,KKK,021,300,MWA
COL,KKK,021,400,TTP
COL,KKK,021,500,TTP
COL,KKK,021,600,TTP
COL,KKK,022,100,TB
COL,KKK,022,200,TTP
COL,KKK,022,300,TTP
COL,KKK,022,400,001
COL,KKK,022,500,MWA
COL,KKK,022,600,TTP
COL,KKK,023,100,TB
COL,KKK,023,200,TTP
COL,KKK,023,300,BSO
COL,KKK,023,400,TTP
COL,KKK,023,500,001
COL,KKK,023,600,TTP
COL,KKK,024,100,TB
COL,KKK,024,200,TTP
COL,KKK,024,300,DEO
COL,KKK,024,400,TTP
COL,KKK,024,500,TTP
COL,KKK,024,600,TTP
COL,KKK,025,100,DEO
COL,KKK,025,200,TTP
COL,KKK,025,300,DEO
COL,KKK,025,400,TTP
COL,KKK,025,500,TTP
COL,KKK,025,600,TTP
COL,KKK,026,100,TB
COL,KKK,026,200,DEO
COL,KKK,026,300,TTP
COL,KKK,026,400,TTP
COL,KKK,026,500,DEO
COL,KKK,026,600,TTP
COL,KKK,027,100,TB
COL,KKK,027,200,BSO
COL,KKK,027,300,DEO
COL,KKK,027,400,DEO
COL,KKK,027,500,TTP
COL,KKK,027,600,TTP
COL,KKK,028,100,TB
COL,KKK,028,200,MWA
COL,KKK,028,300,TTP
COL,KKK,028,400,TB
COL,KKK,028,500,TTP
COL,KKK,028,600,
COL,KKK,029,100,TTP
COL,KKK,029,200,BSO
COL,KKK,029,300,MWA
COL,KKK,029,400,TB
COL,KKK,029,500,TTP
COL,KKK,029,600,MWA
COL,KKK,030,100,MWA
COL,KKK,030,200,BSO
COL,KKK,030,300,TTP
COL,KKK,030,400,001
COL,KKK,030,500,TTP
COL,KKK,030,600,DEO
COL,KKK,031,100,TB
COL,KKK,031,200,TTP
COL,KKK,031,300,BSO
COL,KKK,031,400,TB
COL,KKK,031,500,TTP
COL,KKK,031,600,MWA
COL,KKK,032,100,TB
COL,KKK,032,200,TTP
COL,KKK,032,300,TTP
COL,KKK,032,400,TTP
COL,KKK,032,500,TTP
COL,KKK,032,600,TTP
COL,KKK,033,100,TB
COL,KKK,033,200,MWA
COL,KKK,033,300,BSO
COL,KKK,033,400,DEO
COL,KKK,033,500,MWA
COL,KKK,033,600,TTP
COL,KKK,034,100,TB
COL,KKK,034,200,TTP
COL,KKK,034,300,DEO
COL,KKK,034,400,MWA
COL,KKK,034,500,TB
COL,KKK,034,600,DEO
COL,KKK,035,100,DEO
COL,KKK,035,200,MWA
COL,KKK,035,300,TB
COL,KKK,035,400,
COL,KKK,035,500,MWA
COL,KKK,035,600,MWA
COL,KKK,036,100,TB
COL,KKK,036,200,TB
COL,KKK,036,300,001
COL,KKK,036,400,TTP
COL,KKK,036,500,TTP
COL,KKK,036,600,MWA
COL,KKK,037,400,TTP
COL,KKK,037,500,TTP
COL,KKK,037,600,TTP
COL,KKK,038,400,TTP
COL,KKK,038,500,TTP
COL,KKK,038,600,MWA
COL,KKK,039,400,TTP
COL,KKK,039,500,TTP
COL,KKK,039,600,TTP
COL,KKK,040,400,ICA
COL,KKK,040,500,INT
COL,KKK,040,600,TTP
COL,KKK,041,400,TTP
COL,KKK,041,500,TTP
COL,KKK,041,600,TB
COL,KKK,042,400,TTP
COL,KKK,042,500,001
COL,KKK,042,600,
COL,KKK,043,100,001
COL,KKK,043,200,BSO
COL,KKK,043,300,TTP
COL,KKK,043,400,TTP
COL,KKK,043,500,
COL,KKK,043,600,MWA
COL,KKK,044,100,TB
COL,KKK,044,200,001
COL,KKK,044,300,BSO
COL,KKK,044,400,TTP
COL,KKK,044,500,BSO
COL,KKK,044,600,TTP
COL,KKK,045,100,TTP
COL,KKK,045,200,TTP
COL,KKK,045,300,TTP
COL,KKK,045,400,TB
COL,KKK,045,500,TB
COL,KKK,045,600,TTP
COL,KKK,046,100,TB
COL,KKK,046,200,BSO
COL,KKK,046,300,TTP
COL,KKK,046,400,TTP
COL,KKK,046,500,TTP
COL,KKK,046,600,TTP
COL,KKK,047,100,DEO
COL,KKK,047,200,TTP
COL,KKK,047,300,TTP
COL,KKK,047,400,TTP
COL,KKK,047,500,TTP
COL,KKK,047,600,TB
COL,KKK,048,100,TB
COL,KKK,048,200,TTP
COL,KKK,048,300,MWA
COL,KKK,048,400,MWA
COL,KKK,048,500,MWA
COL,KKK,048,600,TTP
COL,KKK,049,100,LHW
COL,KKK,049,200,MWA
COL,KKK,049,300,MWA
COL,KKK,049,400,TTP
COL,KKK,049,500,
COL,KKK,049,600,TTP
COL,KKK,050,100,TTP
COL,KKK,050,200,MWA
COL,KKK,050,300,MWA
COL,KKK,050,400,MWA
COL,KKK,050,500,MWA
COL,KKK,050,600,TB
COL,KKK,051,100,DEO
COL,KKK,051,200,BSO
COL,KKK,051,300,TTP
COL,KKK,051,400,TB
COL,KKK,051,500,TTP
COL,KKK,051,600,TTP
COL,KKK,052,100,DEO
COL,KKK,052,200,TTP
COL,KKK,052,300,MWA
COL,KKK,052,400,
COL,KKK,052,500,TTP
COL,KKK,052,600,TTP
COL,KKK,053,100,001
COL,KKK,053,200,TTP
COL,KKK,053,300,TTP
COL,KKK,053,400,TB
COL,KKK,053,500,TB
COL,KKK,053,600,TTP
COL,KKK,054,100,BSO
COL,KKK,054,200,TTP
COL,KKK,054,300,TTP
COL,KKK,054,400,TTP
COL,KKK,054,500,TTP
COL,KKK,054,600,BWA
COL,KKK,055,100,TTP
COL,KKK,055,200,INT
COL,KKK,055,300,TB
COL,KKK,055,400,TB
COL,KKK,055,500,BSO
COL,KKK,055,600,TB
COL,KKK,056,100,TB
COL,KKK,056,200,TTP
COL,KKK,056,300,TB
COL,KKK,056,400,TTP
COL,KKK,056,500,TTP
COL,KKK,056,600,BSO
COL,KKK,057,100,TTP
COL,KKK,057,200,TTP
COL,KKK,057,300,TB
COL,KKK,057,400,001
COL,KKK,057,500,BSO
COL,KKK,057,600,BSO
COL,KKK,058,100,TB
COL,KKK,058,200,BSO
COL,KKK,058,300,
COL,KKK,058,400,TTP
COL,KKK,058,500,TTP
COL,KKK,058,600,BSO
COL,KKK,059,100,001
COL,KKK,059,200,TB
COL,KKK,059,300,TB
COL,KKK,059,400,TB
COL,KKK,059,500,TTP
COL,KKK,059,600,TTP
COL,KKK,060,100,DEO
COL,KKK,060,200,MWA
COL,KKK,060,300,MWA
COL,KKK,060,400,TTP
COL,KKK,060,500,MWA
COL,KKK,060,600,
COL,KKK,061,100,BWA
COL,KKK,061,200,TB
COL,KKK,061,300,TB
COL,KKK,061,400,TTP
COL,KKK,061,500,DEO
COL,KKK,061,600,TTP
COL,KKK,062,100,DEO
COL,KKK,062,200,TB
COL,KKK,062,300,MWA
COL,KKK,062,400,TTP
COL,KKK,062,500,BSO
COL,KKK,062,600,TB
COL,KKK,063,100,TTP
COL,KKK,063,200,MWA
COL,KKK,063,300,TB
COL,KKK,063,400,TTP
COL,KKK,063,500,ICA
COL,KKK,063,600,TB
COL,KKK,064,100,MWA
COL,KKK,064,200,001
COL,KKK,064,300,TTP
COL,KKK,064,400,TTP
COL,KKK,064,500,
COL,KKK,064,600,TB
COL,KKK,065,100,DEO
COL,KKK,065,200,TTP
COL,KKK,065,300,BSO
COL,KKK,065,400,TTP
COL,KKK,065,500,TB
COL,KKK,065,600,TB
COL,KKK,066,100,DEO
COL,KKK,066,200,TTP
COL,KKK,066,300,
COL,KKK,066,400,TB
COL,KKK,066,500,BSO
COL,KKK,066,600,TTP
COL,KKK,067,100,TTP
COL,KKK,067,200,001
COL,KKK,067,300,TB
COL,KKK,067,400,TB
COL,KKK,067,500,TB
COL,KKK,067,600,TB
COL,KKK,068,100,TB
COL,KKK,068,200,TB
COL,KKK,068,300,TB
COL,KKK,068,400,BWA
COL,KKK,068,500,TTP
COL,KKK,068,600,TTP
COL,KKK,069,100,TB
COL,KKK,069,200,TTP
COL,KKK,069,300,TTP
COL,KKK,069,400,TTP
COL,KKK,069,500,TTP
COL,KKK,069,600,TTP
COL,KKK,070,100,TB
COL,KKK,070,200,BWA
COL,KKK,070,300,MWA
COL,KKK,070,400,TTP
COL,KKK,070,500,TB
COL,KKK,070,600,TB
COL,KKK,071,100,BSO
COL,KKK,071,200,TB
COL,KKK,071,300,BSO
COL,KKK,071,400,MWA
COL,KKK,071,500,TB
COL,KKK,071,600,
COL,KKK,072,100,DEO
COL,KKK,072,200,TTP
COL,KKK,072,300,BWA
COL,KKK,072,400,TTP
COL,KKK,072,500,TTP
COL,KKK,072,600,TTP
COL,KKK,073,100,TB
COL,KKK,073,200,TTP
COL,KKK,073,300,TTP
COL,KKK,073,400,TTP
COL,KKK,073,500,
COL,KKK,073,600,TTP
COL,KKK,074,100,MWA
COL,KKK,074,200,TTP
COL,KKK,074,300,MWA
COL,KKK,074,400,MWA
COL,KKK,074,500,TTP
COL,KKK,074,600,TTP
COL,KKK,075,100,TB
COL,KKK,075,200,
COL,KKK,075,300,DEO
COL,KKK,075,400,
COL,KKK,075,500,BWA
COL,KKK,075,600,DEO
COL,KKK,076,100,DEO
COL,KKK,076,200,
COL,KKK,076,300,TTP
COL,KKK,076,400,TTP
COL,KKK,076,500,BSO
COL,KKK,076,600,TTP
COL,KKK,077,100,DEO
COL,KKK,077,200,TTP
COL,KKK,077,300,TB
COL,KKK,077,400,
COL,KKK,077,500,TTP
COL,KKK,077,600,TTP
COL,KKK,078,100,TTP
COL,KKK,078,200,TTP
COL,KKK,078,300,TTP
COL,KKK,078,400,TB
COL,KKK,078,500,TB
COL,KKK,078,600,TTP
COL,KKK,079,100,DEO
COL,KKK,079,200,TB
COL,KKK,079,300,MWA
COL,KKK,079,400,TTP
COL,KKK,079,500,BSO
COL,KKK,079,600,001
COL,KKK,080,100,INT
COL,KKK,080,200,001
COL,KKK,080,300,TTP
COL,KKK,080,400,TB
COL,KKK,080,500,001
COL,KKK,080,600,001
COL,KKK,081,100,TTP
COL,KKK,081,200,MWA
COL,KKK,081,300,TTP
COL,KKK,081,400,
COL,KKK,081,500,001
COL,KKK,081,600,TTP
COL,KKK,082,100,
COL,KKK,082,200,TTP
COL,KKK,082,300,TB
COL,KKK,082,400,TTP
COL,KKK,082,500,001
COL,KKK,082,600,TTP
COL,KKK,083,100,TTP
COL,KKK,083,200,
COL,KKK,083,300,001
COL,KKK,083,400,TB
COL,KKK,083,500,TB
COL,KKK,083,600,TB
COL,KKK,084,100,001
COL,KKK,084,200,TTP
COL,KKK,084,300,TB
COL,KKK,084,400,TTP
COL,KKK,084,500,TB
COL,KKK,084,600,TB
COL,KKK,085,100,MWA
COL,KKK,085,200,
COL,KKK,085,300,TB
COL,KKK,085,400,TB
COL,KKK,085,500,
COL,KKK,085,600,
COL,KKK,086,100,001
COL,KKK,086,200,TB
COL,KKK,086,300,TTP
COL,KKK,086,400,BWA
COL,KKK,086,500,TB
COL,KKK,086,600,TB
COL,LLL,001,100,DEO
COL,LLL,001,200,DEO
COL,LLL,001,300,DEO
COL,LLL,001,400,DEO
COL,LLL,001,500,DEO
COL,LLL,001,600,TB
COL,LLL,002,100,TTP
COL,LLL,002,200,DEO
COL,LLL,002,300,TTP
COL,LLL,002,400,TB
COL,LLL,002,500,TB
COL,LLL,002,600,TTP
COL,LLL,003,100,TTP
COL,LLL,003,200,TTP
COL,LLL,003,300,TTP
COL,LLL,003,400,TTP
COL,LLL,003,500,TTP
COL,LLL,003,600,TB
COL,LLL,004,100,TTP
COL,LLL,004,200,BSO
COL,LLL,004,300,TB
COL,LLL,004,400,TTP
COL,LLL,004,500,TTP
COL,LLL,004,600,TB
COL,LLL,005,100,TTP
COL,LLL,005,200,DEO
COL,LLL,005,300,TB
COL,LLL,005,400,TTP
COL,LLL,005,500,DEO
COL,LLL,005,600,TB
COL,LLL,006,100,BSO
COL,LLL,006,200,TTP
COL,LLL,006,300,TTP
COL,LLL,006,400,TTP
COL,LLL,006,500,TTP
COL,LLL,006,600,TB
COL,LLL,007,100,DEO
COL,LLL,007,200,TTP
COL,LLL,007,300,TTP
COL,LLL,007,400,TB
COL,LLL,007,500,TTP
COL,LLL,007,600,TB
COL,LLL,008,100,TTP
COL,LLL,008,200,TTP
COL,LLL,008,300,MWA
COL,LLL,008,400,TB
COL,LLL,008,500,DEO
COL,LLL,008,600,TB
COL,LLL,009,100,TTP
COL,LLL,009,200,TTP
COL,LLL,009,300,TB
COL,LLL,009,400,TB
COL,LLL,009,500,TB
COL,LLL,009,600,TB
COL,LLL,010,100,DEO
COL,LLL,010,200,TTP
COL,LLL,010,300,
COL,LLL,010,400,DEO
COL,LLL,010,500,DEO
COL,LLL,010,600,DEO
COL,LLL,011,100,
COL,LLL,011,200,TTP
COL,LLL,011,300,TTP
COL,LLL,011,400,TTP
COL,LLL,011,500,DEO
COL,LLL,011,600,TTP
COL,LLL,012,100,
COL,LLL,012,200,TTP
COL,LLL,012,300,TTP
COL,LLL,012,400,TTP
COL,LLL,012,500,TTP
COL,LLL,012,600,DEO
COL,LLL,013,100,TTP
COL,LLL,013,200,TTP
COL,LLL,013,300,TTP
COL,LLL,013,400,
COL,LLL,013,500,DEO
COL,LLL,013,600,TB
COL,LLL,014,100,BSO
COL,LLL,014,200,TTP
COL,LLL,014,300,TTP
COL,LLL,014,400,DEO
COL,LLL,014,500,TTP
COL,LLL,014,600,TTP
COL,LLL,015,100,TB
COL,LLL,015,200,TTP
COL,LLL,015,300,TTP
COL,LLL,015,400,TTP
COL,LLL,015,500,TTP
COL,LLL,015,600,TB
COL,LLL,016,100,DEO
COL,LLL,016,200,TB
COL,LLL,016,300,TTP
COL,LLL,016,400,DEO
COL,LLL,016,500,TB
COL,LLL,016,600,001
COL,LLL,017,100,INT
COL,LLL,017,200,MWA
COL,LLL,017,300,TB
COL,LLL,017,400,DEO
COL,LLL,017,500,DEO
COL,LLL,018,100,TTP
COL,LLL,018,200,TTP
COL,LLL,018,300,TTP
COL,LLL,018,400,TTP
COL,LLL,018,500,TB
COL,LLL,019,100,TB
COL,LLL,019,200,TTP
COL,LLL,019,300,MWA
COL,LLL,019,400,
COL,LLL,019,500,DEO
COL,LLL,020,100,
COL,LLL,020,200,TTP
COL,LLL,020,300,TTP
COL,LLL,020,400,TTP
COL,LLL,020,500,TTP
COL,LLL,021,100,BSO
COL,LLL,021,200,001
COL,LLL,021,300,TTP
COL,LLL,021,400,INT
COL,LLL,021,500,TB
COL,LLL,022,100,TTP
COL,LLL,022,200,INT
COL,LLL,022,300,TTP
COL,LLL,022,400,TTP
COL,LLL,022,500,MWA
COL,LLL,023,100,BSO
COL,LLL,023,200,DEO
COL,LLL,023,300,TTP
COL,LLL,023,400,TB
COL,LLL,023,500,DEO
COL,LLL,024,100,TTP
COL,LLL,024,200,INT
COL,LLL,024,300,001
COL,LLL,024,400,TTP
COL,LLL,024,500,TTP
COL,LLL,025,100,TTP
COL,LLL,025,200,TTP
COL,LLL,025,300,TB
COL,LLL,025,400,
COL,LLL,025,500,TTP
COL,LLL,027,100,BSO
COL,LLL,027,200,BWA
COL,LLL,027,300,BSO
COL,LLL,027,400,TTP
COL,LLL,027,500,TTP
COL,LLL,029,100,BSO
COL,LLL,029,200,TTP
COL,LLL,029,300,TTP
COL,LLL,029,400,TB
COL,LLL,029,500,TB
COL,LLL,030,100,INT
COL,LLL,030,200,TTP
COL,LLL,030,300,TB
COL,LLL,030,400,TTP
COL,LLL,030,500,TB
COL,LLL,031,100,MWA
COL,LLL,031,200,TTP
COL,LLL,031,300,TTP
COL,LLL,031,400,TTP
COL,LLL,031,500,DEO
COL,LLL,032,100,TTP
COL,LLL,032,200,MWA
COL,LLL,032,300,001
COL,LLL,032,400,DEO
COL,LLL,032,500,INT
COL,LLL,033,100,MWA
COL,LLL,033,200,BSO
COL,LLL,033,300,TB
COL,LLL,033,400,TB
COL,LLL,033,500,BWA
COL,LLL,034,100,TB
COL,LLL,034,200,DEO
COL,LLL,034,300,TTP
COL,LLL,034,400,MWA
COL,LLL,034,500,TTP
COL,LLL,035,100,TTP
COL,LLL,035,200,TB
COL,LLL,035,300,TB
COL,LLL,035,400,TTP
COL,LLL,035,500,001
COL,LLL,036,100,TTP
COL,LLL,036,200,TB
COL,LLL,036,300,TB
COL,LLL,036,400,DEO
COL,LLL,036,500,
COL,LLL,037,400,TTP
COL,LLL,037,500,BWA
COL,LLL,037,600,001
COL,LLL,038,300,TTP
COL,LLL,038,400,TB
COL,LLL,038,500,TB
COL,LLL,038,600,TTP
COL,LLL,039,400,001
COL,LLL,039,500,TTP
COL,LLL,039,600,001
COL,LLL,040,300,001
COL,LLL,040,400,TB
COL,LLL,040,500,DEO
COL,LLL,040,600,TTP
COL,LLL,041,400,DEO
COL,LLL,041,500,BWA
COL,LLL,041,600,TB
COL,LLL,042,100,TTP
COL,LLL,042,200,TTP
COL,LLL,042,300,001
COL,LLL,042,400,TB
COL,LLL,042,500,001
COL,LLL,042,600,TB
COL,LLL,043,100,DEO
COL,LLL,043,200,TTP
COL,LLL,043,300,TTP
COL,LLL,043,400,TTP
COL,LLL,043,500,TTP
COL,LLL,043,600,DEO
COL,LLL,044,100,TTP
COL,LLL,044,200,TTP
COL,LLL,044,300,DEO
COL,LLL,044,400,MWA
COL,LLL,044,500,TTP
COL,LLL,044,600,001
COL,LLL,045,100,DEO
COL,LLL,045,200,TTP
COL,LLL,045,300,TTP
COL,LLL,045,400,TTP
COL,LLL,045,500,TTP
COL,LLL,045,600,DEO
COL,LLL,046,100,001
COL,LLL,046,200,001
COL,LLL,046,300,TTP
COL,LLL,046,400,TTP
COL,LLL,046,500,TTP
COL,LLL,046,600,TTP
COL,LLL,047,100,TTP
COL,LLL,047,200,TTP
COL,LLL,047,300,TB
COL,LLL,047,400,001
COL,LLL,047,500,TB
COL,LLL,047,600,TTP
COL,LLL,048,100,TTP
COL,LLL,048,200,TTP
COL,LLL,048,300,ICA
COL,LLL,048,400,TTP
COL,LLL,048,500,TTP
COL,LLL,048,600,TTP
COL,LLL,049,100,TTP
COL,LLL,049,200,TTP
COL,LLL,049,300,BSO
COL,LLL,049,400,
COL,LLL,049,500,TTP
COL,LLL,049,600,TTP
COL,LLL,050,100,TTP
COL,LLL,050,200,TTP
COL,LLL,050,300,TB
COL,LLL,050,400,TTP
COL,LLL,050,500,TTP
COL,LLL,050,600,TTP
COL,LLL,051,100,DEO
COL,LLL,051,200,TTP
COL,LLL,051,300,TB
COL,LLL,051,400,
COL,LLL,051,500,TTP
COL,LLL,051,600,TTP
COL,LLL,052,100,TTP
COL,LLL,052,200,BSO
COL,LLL,052,300,MWA
COL,LLL,052,400,TTP
COL,LLL,052,500,TTP
COL,LLL,052,600,TB
COL,LLL,053,100,TTP
COL,LLL,053,200,TTP
COL,LLL,053,300,TB
COL,LLL,053,400,TTP
COL,LLL,053,500,TTP
COL,LLL,053,600,TTP
COL,LLL,054,100,TTP
COL,LLL,054,200,001
COL,LLL,054,300,TTP
COL,LLL,054,400,TTP
COL,LLL,054,500,TTP
COL,LLL,054,600,TTP
COL,LLL,055,100,001
COL,LLL,055,200,TTP
COL,LLL,055,300,TTP
COL,LLL,055,400,DEO
COL,LLL,055,500,MWA
COL,LLL,055,600,TTP
COL,LLL,056,100,TTP
COL,LLL,056,200,TTP
COL,LLL,056,300,BSO
COL,LLL,056,400,TTP
COL,LLL,056,500,TTP
COL,LLL,056,600,TTP
COL,LLL,057,100,TTP
COL,LLL,057,200,TTP
COL,LLL,057,300,TTP
COL,LLL,057,400,TB
COL,LLL,057,500,TTP
COL,LLL,057,600,MWA
COL,LLL,058,100,TTP
COL,LLL,058,200,TB
COL,LLL,058,300,TTP
COL,LLL,058,400,TTP
COL,LLL,058,500,TTP
COL,LLL,058,600,TTP
COL,LLL,059,100,TTP
COL,LLL,059,200,MWA
COL,LLL,059,300,
COL,LLL,059,400,TTP
COL,LLL,059,500,TTP
COL,LLL,059,600,TTP
COL,LLL,060,100,DEO
COL,LLL,060,200,TTP
COL,LLL,060,300,TTP
COL,LLL,060,400,TTP
COL,LLL,060,500,TB
COL,LLL,060,600,TTP
COL,LLL,061,100,TTP
COL,LLL,061,200,TTP
COL,LLL,061,300,001
COL,LLL,061,400,TB
COL,LLL,061,500,TTP
COL,LLL,061,600,BSO
COL,LLL,062,100,BSO
COL,LLL,062,200,TTP
COL,LLL,062,300,TB
COL,LLL,062,400,TTP
COL,LLL,062,500,TTP
COL,LLL,062,600,TB
COL,LLL,063,100,TTP
COL,LLL,063,200,TB
COL,LLL,063,300,TTP
COL,LLL,063,400,TTP
COL,LLL,063,500,TTP
COL,LLL,063,600,TTP
COL,LLL,064,100,TTP
COL,LLL,064,200,TB
COL,LLL,064,300,TTP
COL,LLL,064,400,TTP
COL,LLL,064,500,TTP
COL,LLL,064,600,TB
COL,LLL,065,100,TTP
COL,LLL,065,200,TTP
COL,LLL,065,300,TB
COL,LLL,065,400,TTP
COL,LLL,065,500,TB
COL,LLL,065,600,BSO
COL,LLL,067,100,DEO
COL,LLL,067,200,TTP
COL,LLL,067,300,TTP
COL,LLL,067,400,TTP
COL,LLL,067,500,TTP
COL,LLL,067,600,TTP
COL,LLL,068,100,TTP
COL,LLL,068,200,TTP
COL,LLL,068,300,TTP
COL,LLL,068,400,TTP
COL,LLL,068,500,TTP
COL,LLL,068,600,TTP
COL,LLL,069,100,001
COL,LLL,069,200,DEO
COL,LLL,069,300,DEO
COL,LLL,069,400,TTP
COL,LLL,069,500,
COL,LLL,069,600,001
COL,LLL,070,100,001
COL,LLL,070,200,TTP
COL,LLL,070,300,TTP
COL,LLL,070,400,TTP
COL,LLL,070,500,TTP
COL,LLL,070,600,TTP
COL,LLL,071,100,TTP
COL,LLL,071,200,TB
COL,LLL,071,300,TTP
COL,LLL,071,400,TB
COL,LLL,071,500,TTP
COL,LLL,071,600,TTP
COL,LLL,072,100,TTP
COL,LLL,072,200,TTP
COL,LLL,072,300,TTP
COL,LLL,072,400,TTP
COL,LLL,072,500,TTP
COL,LLL,072,600,TTP
COL,LLL,073,100,TB
COL,LLL,073,200,DEO
COL,LLL,073,300,TTP
COL,LLL,073,400,
COL,LLL,073,500,
COL,LLL,073,600,TTP
COL,LLL,074,100,TTP
COL,LLL,074,200,TTP
COL,LLL,074,300,TTP
COL,LLL,074,400,TTP
COL,LLL,074,500,TB
COL,LLL,074,600,TB
COL,LLL,075,100,TTP
COL,LLL,075,200,TTP
COL,LLL,075,300,
COL,LLL,075,400,TTP
COL,LLL,075,500,TTP
COL,LLL,075,600,TTP
COL,LLL,076,100,TTP
COL,LLL,076,200,TTP
COL,LLL,076,300,TTP
COL,LLL,076,400,TTP
COL,LLL,076,500,
COL,LLL,076,600,TTP
COL,LLL,077,100,
COL,LLL,077,200,
COL,LLL,077,300,BSO
COL,LLL,077,400,
COL,LLL,077,500,TTP
COL,LLL,077,600,TB
COL,LLL,078,100,001
COL,LLL,078,200,TTP
COL,LLL,078,300,TTP
COL,LLL,078,400,MWA
COL,LLL,078,500,
COL,LLL,078,600,TTP
COL,LLL,079,100,TTP
COL,LLL,079,200,
COL,LLL,079,300,
COL,LLL,079,400,
COL,LLL,079,500,TTP
COL,LLL,079,600,TTP
COL,LLL,080,100,TTP
COL,LLL,080,200,TTP
COL,LLL,080,300,TTP
COL,LLL,080,400,TTP
COL,LLL,080,500,TTP
COL,LLL,080,600,TTP
COL,LLL,081,100,
COL,LLL,081,200,TTP
COL,LLL,081,300,TTP
COL,LLL,081,400,
COL,LLL,081,500,TTP
COL,LLL,081,600,TTP
COL,LLL,082,100,
COL,LLL,082,200,
COL,LLL,082,300,MWA
COL,LLL,082,400,TTP
COL,LLL,082,500,
COL,LLL,082,600,TTP
COL,LLL,083,100,TTP
COL,LLL,083,200,TTP
COL,LLL,083,300,001
COL,LLL,083,400,001
COL,LLL,083,500,
COL,LLL,083,600,TTP
COL,LLL,084,100,TTP
COL,LLL,084,200,
COL,LLL,084,300,
COL,LLL,084,400,TTP
COL,LLL,084,500,
COL,LLL,084,600,TB
COL,LLL,085,100,MWA
COL,LLL,085,200,
COL,LLL,085,300,MWA
COL,LLL,085,400,
COL,LLL,085,500,
COL,LLL,085,600,
COL,LLL,086,100,TTP
COL,LLL,086,200,
COL,LLL,086,300,
COL,LLL,086,400,TTP
COL,LLL,086,500,TB
COL,LLL,086,600,TTP
COL,PUL,001,100,TTP
COL,RCP,TRA,100,TB
COL,REC,CPK,100,
COL,REL,UBI,100,
COL,RT0,001,100,
COL,ZKC,001,100,
CPK,CPK,001,100,TTP
